,date,username,text,retweets numbers
22,2017-09-30 06:17:02,dataandme,"learn about regexps in R *from* R ""Regular expressions"" by @jonmcalder & @swirlstats https:// buff.ly/2fVr5U3 #rstats #regex pic.twitter.com/lRPIxRp2j5",7
23,2017-09-30 06:16:34,Voovarb,anyone ever done a facetted plot w/ GGally::ggcorr()? Or just point me 2 code that makes a plot for each element in a list? #rstats #ggplot2,0
24,2017-09-30 06:15:53,AndySugs,"RT: rquintino: #rstats ""August 2017 New Package Picks"" https://www. r-bloggers.com/august-2017-ne w-package-picks/ …",0
25,2017-09-30 06:14:19,AndySugs,RT: Rbloggers: Multicollinearity in R https:// wp.me/pMm6L-Eug #rstats #DataScience,0
26,2017-09-30 06:10:58,rquintino,"#rstats ""August 2017 New Package Picks"" https://www. r-bloggers.com/august-2017-ne w-package-picks/ …",1
27,2017-09-30 06:09:48,Rbloggers,Multicollinearity in R https:// wp.me/pMm6L-Eug #rstats #DataScience,30
28,2017-09-30 06:02:14,CRANberriesFeed,CRAN updates: liftr http:// goo.gl/5g3iZ #rstats,0
29,2017-09-30 06:01:43,DerFredo,"Posted by R Views, now on R-bloggers: August 2017 New Package Picks #rstats http:// ift.tt/2xM2CtC",0
30,2017-09-30 06:00:16,elpidiofilho,"#rstats News http:// tweetedtimes.com/v/16230?s=rgp - top stories by @vaiseys , @Soccermatics , @NetSciPhDs",0
31,2017-09-30 06:00:11,serverlesssuper,Superman #MachineLearning apps with #AzureFunctions and #AzureML including #rstats and #Python code http:// bit.ly/2xD8ypB,0
32,2017-09-30 05:59:08,josephsirosh,Serverless #MachineLearning apps with #AzureFunctions and #AzureML including #rstats and #Python code http:// bit.ly/2xD8ypB,26
33,2017-09-30 05:55:16,PotardDechaine,http://www. datacamp.com / excellent … #rstats,1
34,2017-09-30 05:52:15,BaumerBen,Use our new #rstats teamcolors package to for your sports-themed data graphics! @StatsbyLopez @StatsInTheWild https:// github.com/beanumber/team colors …,5
35,2017-09-30 05:51:21,Emaasit,An Introduction to Model-Based Machine Learning http:// disq.us/t/2adxh13 #Model -based #MachineLearning #Rstats #Bayesian @mcmc_stan,7
36,2017-09-30 05:41:31,AndySugs,RT: rweekly_live: Because it's Friday: Big Little Songs MicrosoftR #rstats #datascience https:// link.rweekly.org/6es,0
37,2017-09-30 05:41:24,MwilliamsonMatt,Ugh. Why does grid.arrange make the legend of my last (the result of geom_count call) so huge? How do I make it stop? #rstats,0
38,2017-09-30 05:39:32,rweekly_live,Because it's Friday: Big Little Songs @MicrosoftR #rstats #datascience https:// link.rweekly.org/6es,0
39,2017-09-30 05:29:05,AndySugs,RT: Rbloggers: August 2017 New Package Picks https:// wp.me/pMm6L-Eue #rstats #DataScience,0
40,2017-09-30 05:24:56,Rbloggers,August 2017 New Package Picks https:// wp.me/pMm6L-Eue #rstats #DataScience,4
41,2017-09-30 05:07:51,DerFredo,"Posted by R and Finance, now on R-bloggers: New Package GetITRData #rstats http:// ift.tt/2fye0PK",0
42,2017-09-30 05:06:01,AndySugs,RT: Rbloggers: New Package GetITRData https:// wp.me/pMm6L-Euc #rstats #DataScience,0
43,2017-09-30 05:04:47,Rbloggers,New Package GetITRData https:// wp.me/pMm6L-Euc #rstats #DataScience,5
44,2017-09-30 05:03:29,Cruz_Julian_,Rbloggers Blockchain &amp; distributed ML – my report from the data2day conference https:// wp.me/pMm6L-Etw #Rstats #dataScience,0
45,2017-09-30 05:02:13,CRANberriesFeed,CRAN updates: EFAutilities http:// goo.gl/5g3iZ #rstats,0
46,2017-09-30 04:39:37,TimSalabim3,Is there interest in joining forces to get something like this realised for #rstats ? @timelyportfolio @bhaskar_vk @edzerpebesma @mdsumner,1
47,2017-09-30 04:29:26,stephhazlitt,Happiness == finding solution to obscure #rstats LaTeX-rmarkdown issue on #GitHub https:// github.com/rstudio/rmarkd own/issues/878 … Tx @rstudio @xieyihui !,0
48,2017-09-30 04:16:43,kearneymw,"Bring back ""joy plots""! #ggjoy #rstats pic.twitter.com/UfYqVtIdEO",1
49,2017-09-30 04:11:53,Zecca_Lehn,@expersso Made an interactive version of your supply and demand w/surpluses example http:// github.com/ZeccaLehn/Inte ractiveSupplyDemand … @dsparks @andrewheiss #rstats pic.twitter.com/WwZ5fXIUN4,0
50,2017-09-30 04:11:31,juliasilge,Working on topic modeling of Sherlock Holmes using @IBMDataScience and the new release of tidytext! #rstats https:// datascience.ibm.com/?cm_mmc=OSocia l_Twitter-_-Analytics_Watson+Data+Platform-_-IUK_WW-_-Stackoverflow+Blog&cm_mmca1=000024JM&cm_mmca2=10004107& … pic.twitter.com/Yj5AqmSHiH,5
51,2017-09-30 04:03:25,rstatsdata,#rdata #rstats : Danish Fire Insurance Claims - https:// cran.r-project.org/package=evir,0
52,2017-09-30 04:02:23,tipsder,Introducción a la visualización de datos con #ggplot2 por @storybench . http://www. storybench.org/getting-starte d-data-visualization-r-using-ggplot2/ … #DataScience #dataviz #rstats #rstatsES,1
53,2017-09-30 04:01:37,a517dogg,my flexdashboard & plotly problem https:// stackoverflow.com/questions/4649 5164/flexdashboard-plotly-interaction-results-in … @rstudio @plotlygraphs #rstats,0
54,2017-09-30 03:56:40,AndySugs,RT: rweekly_live: Fit Repeated Linear Regressions #rstats #datascience https:// link.rweekly.org/6er,0
55,2017-09-30 03:55:02,dataandme,"The monthly R package roundups @RStudioJoe 's been doing are fuego!! #rstats fam, don't miss 'em! https:// twitter.com/RStudioJoe/sta tus/913838081173622784 …",0
56,2017-09-30 03:54:30,rweekly_live,Fit Repeated Linear Regressions #rstats #datascience https:// link.rweekly.org/6er,0
57,2017-09-30 03:49:11,RStudioJoe,#rstats Some interesting new packages that made it to CRAN in August: http:// bit.ly/2xR8QbW pic.twitter.com/Z8GPSmwWRq,81
58,2017-09-30 03:49:04,AndySugs,RT: Rbloggers: Real time Yelp reviews analysis and response solutions for restaurant owners https:// wp.me/pMm6L-Eua #rstats #DataScience,0
59,2017-09-30 03:46:03,dataandme,"bc I totally forgot abt jump to function def!! ""RStudio IDE Easy Tricks You Might've Missed"" by @lopp_sean https:// buff.ly/2xIwaYS #rstats pic.twitter.com/cOZ5U6132I",8
60,2017-09-30 03:44:54,Rbloggers,Real time Yelp reviews analysis and response solutions for restaurant owners https:// wp.me/pMm6L-Eua #rstats #DataScience,1
61,2017-09-30 03:43:06,tr33s4ever,#rstats #thesis #TGIF #recode #coding #needavacation Dog is staring at me to go out yet again (were out an hour ago).,0
62,2017-09-30 03:41:47,AndySugs,RT: (BigData_Themen) RT DaveRubal: Intermediate #DataScience learning plan. #datascientist #python #rstats #ML #DL #analytics #bigdata …ht…,0
63,2017-09-30 03:41:27,BigData_Themen,RT DaveRubal: Intermediate #DataScience learning plan. #datascientist #python #rstats #ML #DL #analytics #bigdata … pic.twitter.com/LtFRVg4lID,3
64,2017-09-30 03:31:56,DaveRubal,Intermediate #DataScience learning plan. #datascientist #python #rstats #ML #DL #analytics #bigdata @AnalyticsVidhya pic.twitter.com/m1BtuICf5h,1
65,2017-09-30 03:29:06,CaptCalculator,"The Excel user heard the sweet irresistible siren call -""come, make a formula error and let it ripple throughout your workbook"" use #rstats",0
66,2017-09-30 03:27:46,strnr,Convert hand-drawn equations to LaTeX with the mathpix #Rstats package http:// blog.revolutionanalytics.com/2017/09/conver t-hand-drawn-equations-to-latex-with-the-mathpix-package.html … https:// cran.r-project.org/web/packages/m athpix/index.html … pic.twitter.com/P5wDu7duZj,4
67,2017-09-30 03:16:24,vuorio_tt,Really cool #rstats package for business process analysis. #DataScience https:// twitter.com/Rbloggers/stat us/913780404599103488 …,0
68,2017-09-30 03:09:59,hughbartling,Not yet. To see if it would work I only called for the lat/lon and it seemed to come out quite smoothly. Call was slow though due to #rstats,0
69,2017-09-30 03:04:38,dccc_phd,#sciencewin #rstats https:// twitter.com/moietymouse/st atus/913559075371278336 …,0
70,2017-09-30 03:02:20,CRANberriesFeed,CRAN updates: CHMM http:// goo.gl/5g3iZ #rstats,0
71,2017-09-30 03:02:14,CRANberriesFeed,New CRAN package fRLR with initial version 1.0 http:// goo.gl/pgljT #rstats,0
72,2017-09-30 03:01:48,mattocci,didn’t know “nested data frame” in R! #rstats #purrr https://www. rstudio.com/resources/chea tsheets/ …,0
73,2017-09-30 03:00:16,dirkvandenpoel,Graduation Ceremony of Business Engineering #DataAnalytics ( @UGentDA ) and MScMA ( @MMA_CRM ) at @UGent . Congrats @VOSEKO_Alumni #rstats pic.twitter.com/YgNleYApdi,3
74,2017-09-30 03:00:09,hughbartling,Figured out how to scrape IL crash data in R using @stevevance 's crash data instructions + @pathoverlap 's esri2sf #rstats package.,0
75,2017-09-30 03:00:00,RLangTip,Optical illusions made with R http:// vis.supstat.com/2013/03/make-v isual-illusions-in-r/ … #rstats,19
76,2017-09-30 02:54:29,rweekly_live,Analysis of MHC Data in Non-Model Species #rstats #datascience https:// link.rweekly.org/6eq,0
77,2017-09-30 02:52:58,tjmahr,"#rstats ooof i wrote my own versions of fixef(), ranef() and coef() for rstanarm models so that they return a sample instead of the median",0
78,2017-09-30 02:52:25,_ldeassis_,Status: waiting a couple of days to download first 3.4.2 with bugfixes found in this release #rstats https:// twitter.com/Rbloggers/stat us/913822817958887424 …,0
79,2017-09-30 02:48:32,Rbloggers,R 3.4.2 is released (with several bug fixes and a few performance improvements) https:// wp.me/pMm6L-Eu7 #rstats #DataScience,46
80,2017-09-30 02:47:30,TheBrettGall,"Weird that %T%, %<>%, etc. are not loaded with dplyr. #rstats",0
81,2017-09-30 02:36:03,DerFredo,"Posted by David Smith, now on R-bloggers: Convert hand-drawn equations to LaTeX with the mathpix package #rstats http:// ift.tt/2xPBhXQ",0
82,2017-09-30 02:30:17,bobehayes,"Here are the 3 top careers in #datascience , and how much they pay http:// tek.io/2x1gIDC #BigData #statistics #rstats #SQL",2
83,2017-09-30 02:20:23,AndySugs,RT: Rbloggers: Convert hand-drawn equations to LaTeX with the mathpix package https:// wp.me/pMm6L-Eu5 #rstats #DataScience,0
84,2017-09-30 02:19:51,Rbloggers,Convert hand-drawn equations to LaTeX with the mathpix package https:// wp.me/pMm6L-Eu5 #rstats #DataScience,11
85,2017-09-30 02:02:10,dataandme,"R code-through: ""A tidy model pipeline with twidlr & broom"" by @drsimonj https:// buff.ly/2xC1BoL #rstats #tidyverse pic.twitter.com/UM0zmCIhQW",19
86,2017-09-30 02:02:09,CRANberriesFeed,New CRAN package MHCtools with initial version 1.0.0 http:// goo.gl/pgljT #rstats,0
87,2017-09-30 01:57:43,chrisderv,Obviously a good use case example for #rstats purrr but also great example for use of officers . http:// lenkiefer.com/2017/09/27/use -purrr/ …,1
88,2017-09-30 01:54:41,mf_viz,Excited to kick off the quarter at @UW_iSchool ! Check out our open-source informatics course book ( #rstats #github ) https:// info201.github.io,7
89,2017-09-30 01:43:31,privefl,Implementing trees in #rstats with nested tibbles . https:// stackoverflow.com/a/46436627/610 3040 …,0
90,2017-09-30 01:42:13,AndySugs,RT: rweekly_live: Convert hand-drawn equations to LaTeX with the mathpix package MicrosoftR #rstats #datascience https:// link.rweekly.org/6eo,0
91,2017-09-30 01:41:59,revodavid,Use the mathpix package to convert hand-drawn equations to LaTeX #rstats http:// blog.revolutionanalytics.com/2017/09/conver t-hand-drawn-equations-to-latex-with-the-mathpix-package.html …,0
92,2017-09-30 01:39:28,rweekly_live,Convert hand-drawn equations to LaTeX with the mathpix package @MicrosoftR #rstats #datascience https:// link.rweekly.org/6eo,0
93,2017-09-30 01:27:52,AndySugs,RT: rweekly_live: August 2017 New Package Picks #rstats #datascience https:// link.rweekly.org/6en,0
94,2017-09-30 01:26:53,StefanieButland,I think trust = secret sauce of the @rOpenSci #rstats community https:// socialinsilico.wordpress.com/2017/09/29/why -trust-is-a-must/ … . Post from @SocialInSilico,2
95,2017-09-30 01:25:29,Remibacha,Process Mining avec #rstats Poke @VincentTerrasi https:// twitter.com/rbloggers/stat us/913780404599103488 …,0
96,2017-09-30 01:24:28,rweekly_live,August 2017 New Package Picks #rstats #datascience https:// link.rweekly.org/6en,0
97,2017-09-30 01:17:49,yobrenoops,It’s too cool running R in the cloud and checking its status on your phone. @njholman79 @hipster_79 @MustardBethan #rstats #datascience pic.twitter.com/sYMoasgHiS,1
98,2017-09-30 01:12:42,BigDataInsights,Big | Data | Insights! http:// paper.li/BigDataInsight s/1384549985?edition_id=04a98ad0-a531-11e7-8d59-0cc47a0d15fd … #in #datascience #rstats,0
99,2017-09-30 01:07:54,RosanaFerrero,Cómo generar valor en tu Empresa a partir de tus datos. #datascience #rstats #análisisdedatos https://www. linkedin.com/pulse/c%C3%B3m o-generar-valor-en-tu-empresa-partir-de-tus-datos-alicia-romero/ …,1
100,2017-09-30 01:05:13,RosanaFerrero,[ #BlogRstats ] Cuando los datos no cumplen los supuestos disminuye la capacidad de detectar efectos reales http:// htl.li/2X1Q30fvu7q #rstats pic.twitter.com/o3EN8kw3jA,4
101,2017-09-30 01:03:55,Cruz_Julian_,Rbloggers CACE closed: EM opens up exclusion restriction (among other things) https:// wp.me/pMm6L-Etu #rstats #DataScience,0
102,2017-09-30 01:02:24,CRANberriesFeed,CRAN updates: htmltidy lifecontingencies pairwise http:// goo.gl/5g3iZ #rstats,0
103,2017-09-30 01:01:51,lobrowR,thinking about using the officeR package to write my next lecture mostly in #rstats ... http:// lenkiefer.com/2017/09/23/cra fting-a-powerpoint-presentation-with-r/ …,0
104,2017-09-30 00:58:57,IndoorEcology,"If anyone ever asks me if I know how to use ArcMap, I'm going to show them this tweet and then show them the maps I made in #rstats https:// twitter.com/PetrelStation/ status/913524596128673792 …",0
105,2017-09-30 00:44:23,umihoshijima,"Just tried to look for some code, and learned that some CRAN #rstats packages are not on GitHub. I feel like this should be mandatory?",0
106,2017-09-30 00:38:15,SherifMorris,God bless rmarkdown. #rstats,1
107,2017-09-30 00:37:15,rgaiacs,"Bianca Peterson's How to get people interested in #rstats download.file(""URL"", ""f.csv"") data <- read.csv('f.csv') summary(data) plot(data)",0
108,2017-09-30 00:34:48,guangchuangyu,importing a phylogeny in jpg format http:// ift.tt/2xPYPfg http:// ift.tt/2bb0DT6 #ggtree #rstats #evolution,0
109,2017-09-30 00:30:49,expersso,I used to think Haskell had a good influence on my #rstats coding style. I'm starting to reconsider. Any guesses what this code does? pic.twitter.com/2HgAVzWdz8,0
110,2017-09-30 00:29:27,k_piekarski,#whyr #rstats conference in Warsaw – check out this stats / audience profie: http:// whyr.pl/wizualizacje,0
111,2017-09-30 00:26:59,IOSyIslam,"RT Talent_metrics ""RT Rbloggers: bupaR: Business Process Analysis with R https:// wp.me/pMm6L-Eu1 #rstats #DataScience """,0
112,2017-09-30 00:21:32,andrew_leach,"In desperate need of #rstats routine to access CAISO generation by fuel source. If you are in possession of such code, will trade for beer.",1
113,2017-09-30 00:21:10,JennyBryan,"Has anyone in the #rstats world written really well about the *why* of their use of Docker, as opposed to the the *how*?",17
114,2017-09-30 00:18:46,braunianmotion,@jvanderhoop crushing marine mammal respiration and energetics with nice #rstats at #BLS6 @biologging pic.twitter.com/YbTRO8gDgy,2
115,2017-09-30 00:18:24,alaynatokash,Annnnd it's back. #mood #rstats https:// twitter.com/alaynatokash/s tatus/911254120555778048 …,0
116,2017-09-30 00:17:50,k_piekarski,#whyr #rstats #Warsaw panel discussion participants have just reached the conclusion: most of us will end up using Python anyway ;),0
117,2017-09-30 00:06:17,datadanlarson,When you are reading the most recent @stackoverflowR questions and realize how much you need to learn. #DataScience #rstats pic.twitter.com/knFmKkItgV,3
118,2017-09-30 00:04:50,tanyacash21,lol I've been writing regexes this whole time (10+ years now) or using stringr... startsWith() - agh! #rstats https:// stat.ethz.ch/R-manual/R-dev el/library/base/html/startsWith.html …,0
119,2017-09-30 00:04:12,DerFredo,"Posted by Gert Janssenswillen, now on R-bloggers: bupaR: Business Process Analysis with R #rstats http:// ift.tt/2fE6cQj",0
120,2017-09-30 00:00:00,Rbloggers,bupaR: Business Process Analysis with R https:// wp.me/pMm6L-Eu1 #rstats #DataScience,32
121,2017-09-29 23:57:13,CharlotteRobin,#Rstats lesson of the day: DO NOT MAKE CHANGES TO CSV FILE AFTER WRITING YOUR CODE #wasteofaday #whatanidiot #phdlife pic.twitter.com/bT8r33xlvs,0
122,2017-09-29 23:53:25,jonmcalder,"I just keep finding more reasons to love #rstats . Today, it was this. Thank you @LucyStats ! https:// twitter.com/LucyStats/stat us/913437636127334400 …",0
123,2017-09-29 23:52:43,HarlanH,Can anybody help me with an efficient tidy #rstats technique for processing aligned data frame groups? https:// stackoverflow.com/q/46491465/135 944?stw=2 …,0
124,2017-09-29 23:51:26,thomasp85,fill04 #generative #rstats pic.twitter.com/XL3G1gOpF5,2
125,2017-09-29 23:50:04,old_man_chester,"Had a great time hosting the first @RLadiesPDX event @WeWorkPDX last night! Looking forward to more events. Awesome work, @mmmpork ! #rstats",0
126,2017-09-29 23:49:20,thomasp85,unfold04 #generative #rstats pic.twitter.com/FkzXZBsuD3,2
127,2017-09-29 23:43:16,AndySugs,RT: rweekly_live: bupaR: Business Process Analysis with R #rstats #datascience https:// link.rweekly.org/6em,0
128,2017-09-29 23:41:55,RLadiesPDX,Thank you #Rladies for coming to our first meetup! More #rstats coming soon! @RLadiesGlobal,0
129,2017-09-29 23:39:27,rweekly_live,bupaR: Business Process Analysis with R #rstats #datascience https:// link.rweekly.org/6em,0
130,2017-09-29 23:31:14,Josh_Ebner,How to rapidly master data science http:// bit.ly/2fx9xgl #rstats #datascience #data pic.twitter.com/7DCwwnsM3K,1
131,2017-09-29 23:24:42,SLUDSS,"congrats to @RLadiesSTL on your inaugural #rstats event, and great to see some @SLU_Official #Rladies there last night!",1
132,2017-09-29 23:18:35,StatGarrett,Here are the correct #rstats #shiny tutorial links. Part 1: https://www. dropbox.com/s/rjt6g3ctdqvi hat/shiny-quickstart-1.zip?dl=0 … P2: https://www. dropbox.com/s/ebvcqlwhmbr2 625/How-to-start-2.zip?dl=0 … P3: https://www. dropbox.com/s/3043uj9vckyk r5l/How-to-start-3.zip?dl=0 …,2
133,2017-09-29 23:14:29,njatel,#rstats,0
134,2017-09-29 23:12:23,hadleywickham,More ⬢ and winners! https:// community.rstudio.com/t/this-weeks-w inners/1230/11 … . Big thanks to all contributors to http:// community.rstudio.com - so many great #rstats discussions,4
135,2017-09-29 23:09:12,sharon000,How to create interactive #rstats Web apps: Intro to Shiny webinar now online http:// bit.ly/2fWJHmi by @minebocek @Rstudio pic.twitter.com/dUXeLRHf5k,3
136,2017-09-29 23:04:34,aschinchon,A #dataViz of the Spanish Contribution to The Met Museum of Art w/ #rstats and @Highcharts https:// fronkonstin.com/2017/09/21/vis ualizing-the-spanish-contribution-to-the-metropolitan-museum-of-art/ … #opendata (w/code),0
137,2017-09-29 22:50:05,globalizefm,Canada Parliament NDP wordcloud for 2017-09-28 #canpolitics #rstats #politispeak pic.twitter.com/jB11GuobZi,0
138,2017-09-29 22:50:04,globalizefm,Canada Parliament Liberals wordcloud for 2017-09-28 #canpolitics #rstats #politispeak pic.twitter.com/XGIzEimPGT,0
139,2017-09-29 22:50:03,globalizefm,Canada Parliament Conservatives wordcloud for 2017-09-28 #canpolitics #rstats #politispeak pic.twitter.com/gUj3GjNz7I,0
140,2017-09-29 22:50:01,globalizefm,Canada Parliament comparison cloud chart for 2017-09-28 #canpolitics #rstats #politispeak pic.twitter.com/awm4aBYqKd,0
141,2017-09-29 22:39:14,claytonyochum,CRAN accepts update Half a dozen users immediately find serious bugs #rstats,0
142,2017-09-29 22:38:27,dracodoc,"#rstats Want a smaller html from RMarkdown? Try prettydoc, 60k with syntaxhighlighting and not looking ugly. https:// github.com/yixuan/prettyd oc …",1
143,2017-09-29 22:26:06,SianGreen92,I think I might have just done a thing in R that I actually meant to do! #rstats pic.twitter.com/BeF60DVvXr,0
144,2017-09-29 22:18:26,ImDataScientist,Start working with American Community Survery data through R #rstats https:// ranausman.wordpress.com/2016/01/16/ame rican-community-survey-in-r/ …,0
145,2017-09-29 22:14:05,globalizefm,US media wordcloud for 2017-09-28 #uspolitics #rstats #politispeak pic.twitter.com/4nnogqd9pI,0
146,2017-09-29 22:13:54,IronistM,I added 2 issues under the #hacktoberfest tag in googleTagManageR's GitHub so if you use R take a look | https:// goo.gl/9u6ooi #rstats,1
147,2017-09-29 22:13:38,AndySugs,RT: rweekly_live: Multicollinearity in R #rstats #datascience https:// link.rweekly.org/6el,0
148,2017-09-29 22:10:37,globalizefm,US Senate Republicans wordcloud for 2017-09-28 #congress #uspolitics #rstats pic.twitter.com/P6iS2ShkUG,0
149,2017-09-29 22:10:36,globalizefm,US Senate Democrats wordcloud for 2017-09-28 #congress #uspolitics #rstats pic.twitter.com/hEmW5YTxEh,0
150,2017-09-29 22:10:34,globalizefm,US Senate comparison cloud chart for 2017-09-28 #congress #uspolitics #rstats pic.twitter.com/crQMO52Ao2,0
151,2017-09-29 22:09:26,rweekly_live,Multicollinearity in R #rstats #datascience https:// link.rweekly.org/6el,0
152,2017-09-29 22:08:02,ExploratoryData,"New blog post ""Querying Spark Data with dplyr in Exploratory"" from @hidekoji https:// buff.ly/2wYaiFa #rstats #Spark #BigData",3
153,2017-09-29 22:05:30,Sirallenrolly,Another fantastic #rstats resource-- Modeling Data with Functional Programming in R https:// cartesianfaith.files.wordpress.com/2017/04/rowe-m odeling-data-with-functional-programming-part-i.pdf … [pre-print],0
154,2017-09-29 22:03:55,datascienceplus,Multicollinearity in R https:// datascienceplus.com/multicollinear ity-in-r/ … #rstats via @datascienceplus,0
155,2017-09-29 22:02:34,datascienceplus,#Multicollinearity in R https:// goo.gl/fb/AYPamq #rstats #regressionmodels #linearregression #tipstricks,0
156,2017-09-29 22:02:11,dataandme,"step-by-step even just for grok-ing #purrr : ""PURRRty PowerPoint w/ R"" by @lenkiefer https:// buff.ly/2xBCOAW #rstats pic.twitter.com/oQQ5h4o9c3",6
157,2017-09-29 21:59:17,globalizefm,US House Republicans wordcloud for 2017-09-28 #congress #uspolitics #rstats pic.twitter.com/VjUI7X7u2B,0
158,2017-09-29 21:59:15,globalizefm,US House Democrats wordcloud for 2017-09-28 #congress #uspolitics #rstats pic.twitter.com/S2Y9tmhLoX,0
159,2017-09-29 21:59:14,globalizefm,US House comparison cloud chart for 2017-09-28 #congress #uspolitics #rstats pic.twitter.com/CpgIKRaqn8,0
160,2017-09-29 21:57:53,AndySugs,RT: rweekly_live: String Distance Calculation with Tidy Data Principles #rstats #datascience https:// link.rweekly.org/6ek,0
161,2017-09-29 21:54:26,rweekly_live,String Distance Calculation with Tidy Data Principles #rstats #datascience https:// link.rweekly.org/6ek,0
162,2017-09-29 21:42:03,meszilag,"Working on strategy, supply chain and data science. I love my job! #rstats #Danone",0
163,2017-09-29 21:34:30,StevenMMortimer,I had no idea #rstats release names were from Peanuts! A nice reason to rewatch old episodes the day of a new release https:// twitter.com/LucyStats/stat us/913437636127334400 …,0
164,2017-09-29 21:33:05,thomasp85,Anyone got some nice image classification examples in #rstats for testing limes image support?,0
165,2017-09-29 21:22:26,d4tagirl,Great community call #rstats https:// twitter.com/hrbrmstr/statu s/913395047122526208 …,0
166,2017-09-29 21:18:22,taraskaduk,The last mile is always the hardest bc you're out of breath. #rstats #DataScience pic.twitter.com/yO5u97paCr,1
167,2017-09-29 21:16:25,ma_salmon,But there are wishlists out there : the #rstats @RConsortium has https:// github.com/RConsortium/wi shlist … & @rOpenSci has https:// github.com/ropensci/wishl ist …,0
168,2017-09-29 21:15:14,globalizefm,UK Parliament Labour wordcloud for 2017-09-28 #ukpolitics #rstats #politispeak pic.twitter.com/X4xieywVhv,0
169,2017-09-29 21:15:13,globalizefm,UK Parliament Conservatives wordcloud for 2017-09-28 #ukpolitics #rstats #politispeak pic.twitter.com/X4Ykk25KK3,0
170,2017-09-29 21:15:12,globalizefm,UK Parliament Con/Lab comparison cloud chart for 2017-09-28 #ukpolitics #rstats #politispeak pic.twitter.com/GxhZB8x9ED,0
171,2017-09-29 21:14:51,AndySugs,RT: Rbloggers: Oneway ANOVA Explanation and Example in R; Part 2 https:// wp.me/pMm6L-EtM #rstats #DataScience,0
